Image Number,Seed Number
1934,1459931042
1935,2615539317
1936,973077506
1937,4204236780
1938,368762409
1939,2874886061
1940,946171592
1941,416626102
1942,1074556791
1943,3656522735
1944,3062888009
1945,2512137194
1946,960821646
1947,2979585287
1948,2344804750
1949,3730885771
1950,2998632333
1951,1845865614
1952,1144338617
1953,3415082445
1954,260849060
1955,2525411289
1956,2189324004
1957,1581001694
1958,1186707121
1959,2801755690
1960,3149529503
1961,2231518475
1962,561673476
1963,1254186590
1964,201036494
1965,829935636
1966,241106245
1967,3663576244
1968,904671169
1969,1180148943
1970,2663969051
1971,2360395759
1972,3749877332
1973,3365887892
1974,1997178140
1975,4158933018
1976,2957440873
1977,918558830
1978,3286453096
1979,3059965838
1980,3801441552
1981,3917971950
1982,2501639377
1983,2619995348
1984,1029501308
1985,2203345647
1986,2535326122
1987,904031649
1988,3522769323
1989,132055959
1990,2660866792
1991,3786663384
1992,1810412631
1993,284616937
1994,4057998517
1995,177202002
1996,860990955
1997,322055248
1998,2030568176
1999,707415928
2000,2871891201
2001,3983366020
2002,1300968617
2003,17844395
2004,74942432
2005,1799617470
2006,1817442231
2007,1427313770
2008,1079953202
2009,2520613549
2010,1093740731
2011,3444317509
2012,693175248
2013,3170172892
2014,4182391033
2015,3294263489
2016,1690113584
2017,2750134310
2018,672531430
2019,3862813855
2020,3920053768
2021,1112445378
2022,2353562961
2023,3027967689
2024,260562684
2025,3017640695
2026,379744715
2027,1765970321
2028,2271118893
2029,2163837086
2030,3012371741
2031,1842763794
2032,3662973298
2033,2041526110
2034,185526084
2035,2716021528
2036,787355785
2037,3898387516
2038,2375752982
2039,3731808505
2040,3606753937
2041,813306586
2042,1471268546
2043,4065303427
2044,2982125707
2045,67828612
2046,3985099965
2047,2227251613
2048,2454111147
2049,3530063969
2050,826950376
2051,1891687112
2052,1380312351
2053,3722148970
2054,2835947044
2055,3234965168
2056,2686911138
2057,2317509233
2058,739933275
2059,1868442173
2060,2979092044
2061,3683331482
2062,811746145
2063,2309323373
2064,506459630
2065,635435284
2066,3088718920
2067,4024421885
2068,3246583791
2069,484676413
2070,2400822747
2071,408742838
2072,1486989442
2073,1988646629
2074,2614168583
2075,2703223241
2076,869788086
2077,536924795
2078,1442507709
2079,1330796506
2080,4012517436
2081,3672830829
2082,2194067767
2083,2083761418
2084,2024034794
2085,3446841615
2086,4064950192
2087,890353783
2088,595020202
2089,1087345941
2090,3770315087
2091,2753460912
2092,2398263464
2093,4075670848
2094,3633828294
2095,2940408919
2096,503354269
2097,3702910235
2098,806413000
2099,3265126098
2100,3406340773
2101,272858177
2102,2356781781
2103,2844402214
2104,830258127
2105,2163943800
2106,628338031
2107,2050660429
2108,4077324613
2109,1333277824
2110,3843350166
2111,1116303494
2112,3972953703
2113,3523491299
2114,3368594972
2115,2001146153
2116,4201220248
2117,2315839142
2118,2624480075
2119,3384127493
2120,3362413551
2121,475391483
2122,3303032490
2123,2944515724
2124,231521270
2125,4006795629
2126,4276756317
2127,2341837415
2128,1604915201
2129,4141361010
2130,3505401472
2131,247017891
2132,3263856011
2133,610213352
2134,2911799522
2135,1536967139
2136,390176991
2137,1048358164
2138,901625546
2139,1062837696
2140,2798521131
2141,2067025639
2142,1050682585
2143,1539121993
2144,693318071
2145,416265651
2146,38140880
2147,1919572995
2148,518218596
2149,75223290
2150,1138020887
2151,4264662395
2152,989144156
2153,3529746173
2154,1314544457
2155,1076932987
2156,857886000
2157,796958701
2158,916745371
2159,1120246238
2160,1610501615
2161,3892322625
2162,2739404761
2163,2475266996
2164,304482654
2165,87614170
2166,61045802
2167,289700052
2168,3072660822
2169,67832160
2170,3908701230
2171,2942494468
2172,2976113976
2173,1759299658
2174,1143539024
2175,1092627563
2176,3279279362
2177,1157806118
2178,1404673760
2179,1634351331
2180,687791714
2181,3535157100
2182,2245346242
2183,386135302
2184,999558882
2185,4098747246
2186,775267552
2187,3931481670
2188,2552181327
2189,1344465912
2190,2479341812
2191,1764189884
2192,1024551712
2193,3373511736
2194,261328203
2195,170921603
2196,1695648914
2197,2727134407
2198,3505436036
2199,856652006
2200,2674332947
2201,3940506986
2202,748131294
2203,4008727528
2204,4066046966
2205,1248348624
2206,2325986943
2207,1304316275
2208,2332458755
2209,818934234
2210,2361042025
2211,2607731575
2212,3967324987
2213,2199277160
2214,490301272
2215,2031167704
2216,1524191400
2217,890273875
2218,2760994447
2219,3272132841
2220,606075430
2221,2306062969
2222,195523523
2223,4080414008
2224,1804768546
2225,1356007275
2226,1107529939
2227,1788224991
2228,1383997162
2229,287802704
2230,1260862473
2231,931372040
2232,2966134570
2233,2640799377
2234,1802912294
2235,3978285529
2236,2479212741
2237,265166782
2238,2727043874
2239,2169869559
2240,3594751614
2241,4047648825
2242,4171633198
2243,3261901091
2244,4194353792
2245,3611728751
2246,3189812810
2247,2298533423
2248,2276674109
2249,1577591797
2250,3738878771
2251,117946935
2252,3356712731
2253,857788760
2254,3948027397
2255,4271745360
2256,274104779
2257,3661710784
2258,3416630951
2259,3058833800
2260,2350868181
2261,1531009821
2262,3034384371
2263,3351260440
2264,2722212726
2265,3776317328
2266,1113805861
2267,3711848811
2268,3990679217
2269,2264542985
2270,2212156245
2271,779325630
2272,355449338
2273,107263089
2274,1477703983
2275,1277617277
2276,3179961399
2277,713458058
2278,1828518925
2279,650783102
2280,2741527954
2281,1910823914
2282,1143297079
2283,268128421
2284,2674591027
2285,3369614819
2286,3528756062
2287,439553864
2288,2823596477
2289,84060686
2290,2748879257
2291,3327041326
2292,925013711
2293,3538457940
2294,990383853
2295,471601938
2296,1121914114
2297,3578206343
2298,4248844659
2299,3004745780
2300,4266224644
2301,2020612916
2302,295732155
2303,1305010012
2304,3731827807
2305,3741482580
2306,702796451
2307,3073086135
2308,982732523
2309,4061486746
2310,1301714069
2311,1971791967
2312,3900326138
2313,2481034933
2314,907380446
2315,1508234090
2316,2691539157
2317,3384730329
2318,2147165901
2319,1449726825
2320,869116194
2321,761156056
2322,1746662834
2323,2820362175
2324,899636759
2325,3930506769
2326,2388277678
2327,1962816342
2328,2882667391
2329,944833865
2330,3237059981
2331,538752393
2332,718863969
2333,3837361048
2334,391374529
2335,3984264472
2336,1364734531
2337,3361368419
2338,4142836596
2339,2301479099
2340,3319483173
2341,2871238070
2342,3769319807
2343,4134164266
2344,643158357
2345,3412561719
2346,3804448178
2347,4280556249
2348,2721265544
2349,877750666
2350,191267132
2351,3875367971
2352,2260775496
2353,1420589247
2354,3824864476
2355,3514462066
2356,3802261125
2357,3001153965
2358,268925054
2359,2293420321
2360,4290293835
2361,3423079644
2362,3109693505
2363,1508532677
2364,3789207980
2365,964592804
2366,1556055958
2367,575841902
2368,1601387923
2369,1718875473
2370,634808556
2371,3421152404
2372,752581096
2373,2127797030
2374,1621315547
2375,2057597583
2376,3651594953
2377,1298791240
2378,1257532785
2379,3776258417
2380,4089693722
2381,1575795304
2382,3405412583
2383,1295802597
2384,2025321707
2385,2145477641
2386,1671573046
2387,1920835011
2388,1847167215
2389,1385563664
2390,2829417191
2391,785268735
2392,4064793969
2393,2556200468
2394,1636244671
2395,2772829115
2396,1090067413
2397,3951259739
2398,1395943624
2399,3742434590
2400,1343742608
2401,1237184375
2402,900216324
2403,1609996898
2404,2529574698
2405,2068941283
2406,3812691136
2407,1539383899
2408,2317217757
2409,175578484
2410,2941136713
2411,3878963291
2412,3403355548
2413,580601200
2414,339764007
2415,594081655
2416,1260227381
2417,926797295
2418,2913950612
2419,2325308434
2420,4067179467
2421,3152885025
2422,3727328690
2423,2333933239
2424,4276691479
2425,1580257679
2426,2697336796
2427,3492957967
2428,860175777
2429,3169574112
2430,1459066113
2431,4046238831
2432,3526686080
2433,2835662904
2434,2903853102
2435,2120779011
2436,3421186086
2437,1466463361
2438,707327811
2439,1988257573
2440,576063997
2441,2595019418
2442,2376475373
2443,2737196602
2444,1420110453
2445,2321466904
2446,1924255080
2447,1471945451
2448,2047116751
2449,872698958
2450,1490169094
2451,2513798872
2452,1147175791
2453,1825013813
2454,2276469042
2455,1197574317
2456,1304295889
2457,3150746934
2458,692747438
2459,1739221515
2460,384669043
2461,2071926401
2462,837597165
2463,10653153
2464,1409218135
2465,2723536497
2466,2347549777
2467,2213330072
2468,166583445
2469,4151252335
2470,1104041138
2471,3251670107
2472,84903841
2473,2099216332
2474,3992110899
2475,2957674489
2476,3466819927
2477,1174082550
2478,4084631849
2479,661494933
2480,1180435700
2481,3632086317
2482,3521061487
2483,2171004030
2484,1408296441
2485,96352975
2486,2331404677
2487,3575678351
2488,2969321750
2489,2823292892
2490,725535745
2491,265981623
2492,2890820229
2493,3043907235
2494,2267776471
2495,1361724482
2496,550810543
2497,2982795196
2498,4055197277
2499,3042725921
2500,1978261128
2501,3010267166
2502,1839014522
2503,3176273968
2504,810928458
2505,2571871045
2506,1627180829
2507,1607969235
2508,870640116
2509,1622914786
2510,2972957808
2511,1758176217
2512,1249479085
2513,3372486657
2514,4057829399
2515,2407220930
2516,3504203530
2517,3009847316
2518,2895056087
2519,3892001518
2520,4113890973
2521,2916408514
2522,2819609307
2523,168359913
2524,1583044179
2525,1989741514
2526,3778975431
2527,1004102882
2528,1260383679
2529,3610188959
2530,1740104671
2531,1460901625
2532,3730940024
2533,3138173672
2534,2118625452
2535,2593859056
2536,1864253324
2537,957759898
2538,2967302504
2539,2231093162
2540,2243293141
2541,158599383
2542,781688273
2543,1226857969
2544,1617003821
2545,3318305554
2546,923738885
2547,4026559690
2548,4054087380
2549,3098546105
2550,3101500982
2551,907261651
2552,2393104492
2553,3477601404
2554,2002892043
2555,3822045885
2556,3567364919
2557,3239168339
2558,1402957935
2559,3294280198
2560,682347548
2561,2705352866
2562,1560478598
2563,1970759196
2564,2537920277
2565,231802622
2566,1730882683
2567,1619386157
2568,2358378742
2569,722278761
2570,1680641453
2571,1283548257
2572,3629472430
2573,1082475321
2574,1480156766
2575,3080232169
2576,1783891786
2577,192779713
2578,2506110062
2579,840368091
2580,731367295
2581,3836597998
2582,732879232
2583,3418952832
2584,1058607717
2585,2186473090
2586,2752235897
2587,3171440041
2588,4033098542
2589,954506150
2590,1216601788
2591,3730422986
2592,4013542800
2593,2307260015
2594,1446440866
2595,2053766821
2596,88026755
2597,1920273024
2598,2525482349
2599,1361270652
2600,621980264
2601,2024706792
2602,4006197810
2603,1795701555
2604,2819915896
2605,1556508997
2606,3698543651
2607,2187949581
2608,3532191739
2609,2032807333
2610,3742579537
2611,3639749896
2612,2363760223
2613,2842316161
2614,4053118452
2615,3959881426
2616,2441825701
2617,1052025579
2618,1741073757
2619,2095641104
2620,3258329574
2621,1073420935
2622,1788399052
2623,3005020364
2624,2180538422
2625,2986536050
2626,1140524479
2627,1212016905
2628,186033455
2629,2990401428
2630,3407295028
2631,1680265999
2632,922213494
2633,1016957508
2634,696171080
2635,2028256853
2636,1502102301
2637,2902233893
2638,2752462544
2639,514892196
2640,2890105786
2641,644757670
2642,201179427
2643,2379225477
2644,4245667867
2645,1772661513
2646,1941043559
2647,1376320547
2648,1294598671
2649,351196852
2650,1467617637
2651,1215522150
2652,1292661853
2653,428485382
2654,2460682508
2655,2575410513
2656,2067751791
2657,535886592
2658,1867375916
2659,2755157104
2660,503118315
2661,1100411199
2662,1731125933
2663,2282257672
2664,4207311324
2665,916864302
2666,1409019092
2667,3902703078
2668,1137372805
2669,2445347365
2670,2717462689
2671,128480320
2672,1853242014
2673,1723644742
2674,1988679863
2675,3286300973
2676,1936276430
2677,3040221165
2678,38645465
2679,1790678003
2680,1411935559
2681,505562572
2682,1790771331
2683,2059436664
2684,2101970331
2685,3747109551
2686,1516630061
2687,1536291334
2688,1888024754
2689,2243085314
2690,2439529089
2691,1587113291
2692,2461332549
2693,817541874
2694,216342357
2695,1764018789
2696,3474221050
2697,3162533061
2698,3213460940
2699,927829295
2700,502944701
2701,806280957
2702,1076778205
2703,3381671356
2704,2663360063
2705,12771826
2706,694892913
2707,2065089442
2708,442160924
2709,1497875388
2710,1879163382
2711,2814503999
2712,785616561
2713,149079329
2714,770436859
2715,3375568557
2716,771321249
2717,162990831
2718,327152252
2719,2068404350
2720,3129517098
2721,3881197489
2722,2936087143
2723,2994392852
2724,556080024
2725,4027100786
2726,2132660844
2727,153754156
2728,2129446636
2729,3325898644
2730,3350831565
2731,2403860904
2732,1273656876
2733,1981712501
2734,485845583
2735,322639654
2736,1828966475
2737,3973176098
2738,1708475963
2739,1577263046
2740,3793466951
2741,1380188316
2742,154947716
2743,1397674520
2744,3067000242
2745,1213276535
2746,1069944251
2747,94407611
2748,1613414143
2749,1305040858
2750,2145780714
2751,3740244529
2752,4235408786
2753,2681252599
2754,388193148
2755,2217296264
2756,3498634719
2757,2085323688
2758,1362457858
2759,1821938513
2760,3641053892
2761,913422570
2762,1367707728
2763,84788513
2764,490570865
2765,82295554
2766,2160823643
2767,1314682320
2768,3661486654
2769,1457720159
2770,3886614351
2771,932556988
2772,1896839962
2773,2245241582
2774,1040070971
2775,1896639462
2776,1087772762
2777,3079834957
2778,3748513283
2779,1815579792
2780,3237548016
2781,1882560602
2782,1829685263
2783,2434995123
2784,1724195066
2785,2712485481
2786,2206454615
2787,1026547526
2788,2574509143
2789,2119014184
2790,3052287934
2791,320281792
2792,3514332749
2793,832615332
2794,424592969
2795,1114503916
2796,1840281134
2797,497576362
2798,2233466448
2799,4241034722
2800,178945562
2801,2368196802
2802,433796627
2803,1686504115
2804,2427029197
2805,826821487
2806,2435049685
2807,2897914355
2808,2985907164
2809,1499017295
2810,64300284
2811,364551107
2812,23694806
2813,2607938885
2814,2685850848
2815,785961833
2816,4120561252
2817,3054464765
2818,537272062
2819,200210609
2820,3784378867
2821,949590647
2822,733203250
2823,711726388
2824,828194061
2825,3715989790
2826,920722559
2827,2951229897
2828,3157069884
2829,3057917130
2830,792951704
2831,2432941994
2832,4289923249
2833,2956459731
2834,2503650106
2835,1168365539
2836,1731306136
2837,3417785503
2838,2774490032
2839,1783419650
2840,3875898152
2841,1578802025
2842,2852781038
2843,3508605512
2844,3386290486
2845,3874321320
2846,1305231571
2847,4155056480
2848,3599559600
2849,834465666
2850,2578552251
2851,299812263
2852,2272811593
2853,3820854088
2854,442311252
2855,1525847400
2856,2726227066
2857,2097658997
2858,1343737520
2859,4210555043
2860,3335317482
2861,1255972946
2862,3715958372
2863,847624534
2864,3359221943
2865,2622877796
2866,1152404090
2867,402124773
2868,3780053892
2869,2092221003
2870,3223452107
2871,2881981040
2872,2295533696
2873,98749702
2874,895538630
2875,673406137
2876,393933317
2877,4288074218
2878,800782968
2879,3544793170
2880,321757938
2881,2753452260
2882,4187999685
2883,1183966551
2884,4125196617
2885,629398523
2886,2807443644
2887,959653484
2888,1568801475
2889,895862220
2890,270388836
2891,4082839414
2892,1812141658
2893,1225783082
2894,3598704363
2895,3734166515
2896,708656973
2897,1976329370
2898,3416345196
2899,2113527633
2900,2948022772
2901,4138539011
2902,2177741453
2903,2510975234
2904,4198448981
2905,1861131835
2906,1359872853
2907,1566418321
2908,3254765909
2909,3145431434
2910,3197338840
2911,1671037224
2912,141251467
2913,3503617546
2914,3868362059
2915,2365704522
2916,4084916121
2917,1078486211
2918,3550184640
2919,970755999
2920,1189827836
2921,2583183459
2922,1636272282
2923,2044650895
2924,1051655261
2925,1656631944
2926,1772282406
2927,4252466033
2928,2732625954
2929,2744290800
2930,446366676
2931,1615032862
2932,2487969667
2933,3062308684
2934,1330960685
2935,228354827
2936,2286425687
2937,2193776138
2938,1360562440
2939,3654065507
2940,439277774
2941,661875248
2942,560359156
2943,3843367604
2944,1453157474
2945,2492160431
2946,4270407006
2947,2864319542
2948,315477826
2949,3500470566
2950,1434195478
2951,390143954
2952,3157991559
2953,2169474948
2954,2494390848
2955,2662765694
2956,3939577222
2957,4244596483
2958,2795124148
2959,3304021898
2960,172957679
2961,587029965
2962,3606010350
2963,392491707
2964,2806863801
2965,2669042553
2966,2759135131
2967,2933565036
2968,510223973
2969,2241857499
2970,56742130
2971,2738633722
2972,4283333390
2973,18426954
2974,2734597742
2975,224722466
2976,1848273829
2977,2878991459
2978,1328198358
2979,1348108243
2980,3675749085
2981,2213826347
2982,457173194
2983,2372550262
2984,1178226815
2985,1479761495
2986,3926637624
2987,3618829304
2988,1639806411
2989,660314675
2990,3054892990
2991,16031635
2992,150431941
2993,2956527096
2994,3473866792
2995,3659611433
2996,1221489611
2997,1897400594
2998,579129645
2999,2493217131
3000,2669862348
3001,3009310874
3002,3026770895
3003,1516700256
3004,3755139706
3005,1109087530
3006,350871893
3007,2776014295
3008,192600255
3009,3459305279
3010,3656301201
3011,2636504697
3012,1287874075
3013,1122016005
3014,3343897610
3015,913710014
3016,3609090994
3017,467224715
3018,277867218
3019,4061751445
3020,2317686454
3021,2855035321
3022,907061952
3023,3635793616
3024,2564774178
3025,4166454482
3026,1028482968
3027,2132253291
3028,2224866592
3029,2960473555
3030,2325135979
3031,3321799223
3032,3832772719
3033,3110017864
3034,408794564
3035,3662363701
3036,1690300664
3037,97243636
3038,4235834319
3039,2095480208
3040,3018478701
3041,3115778381
3042,1574172644
3043,2342604432
3044,507111590
3045,312624081
3046,1698977825
3047,104363646
3048,2499649545
3049,2100653909
3050,2433060072
3051,3617091054
3052,1912772528
3053,3216074151
3054,499622284
3055,852457837
3056,1802011477
3057,2413264742
3058,2452176391
3059,1884229445
3060,914824525
3061,2781500917
3062,603677924
3063,1596731025
3064,2543316008
3065,2865408911
3066,2265370442
3067,1776142766
3068,1977088607
3069,300483769
3070,321100595
3071,2741291073
3072,2194003278
3073,490367339
3074,3744705447
3075,2985572267
3076,3457008317
3077,2964506612
3078,439153194
3079,3026426641
3080,3708903630
3081,576345790
3082,3131919672
3083,1851094112
3084,3699169807
3085,1971739360
3086,500248836
3087,2728251806
3088,4115669706
3089,2823708537
3090,1983834877
3091,1978450943
3092,3446844611
3093,371899151
3094,2047023423
3095,2953343405
3096,4004479149
3097,2739105358
3098,3992098539
3099,326572366
3100,821431099
3101,4193316811
3102,562651063
3103,218393471
3104,3540042405
3105,1296045071
3106,3756293888
3107,1153664705
3108,2260642091
3109,4243223138
3110,200202085
3111,2093036287
3112,1611743270
3113,1713308633
3114,833467517
3115,2158051965
3116,516968374
3117,920078237
3118,3444299578
3119,3139570123
3120,4249036348
3121,1454067455
3122,4048253694
3123,4062702268
3124,1003402318
3125,1865628457
3126,3449321741
3127,2527840126
3128,194990724
3129,3087498581
3130,911648441
3131,1596513607
3132,3412144080
3133,3225291415
3134,2912711494
3135,1550701247
3136,3009267054
3137,1666399550
3138,2624859551
3139,3498505438
3140,861985924
3141,2056372188
3142,948946691
3143,2052538475
3144,4089804468
3145,2219813920
3146,3370033953
3147,811931775
3148,3450686389
3149,2566842098
3150,268465206
3151,3218720199
3152,3488962659
3153,2425972388
3154,305354180
3155,2856539997
3156,3440288216
3157,481811259
3158,784913488
3159,3019839443
3160,3916355191
3161,2265953831
3162,1807836502
3163,977916001
3164,4225637057
3165,306587874
3166,3451962432
3167,448626519
3168,3331878983
3169,4240097204
3170,890320095
3171,2904902726
3172,673572043
3173,34060617
3174,2081250969
3175,3427978127
3176,1527948962
3177,2122251768
3178,57799975
3179,985496767
3180,152208775
3181,493767222
3182,2895953399
3183,2701507723
3184,2445118592
3185,4174775468
3186,277201776
3187,1024499876
3188,1592454095
3189,3595511697
3190,1520954317
3191,3427226404
3192,76671407
3193,595130532
3194,912852990
3195,1502695395
3196,1807321400
3197,2112595506
3198,2397945168
3199,4135514467
3200,364822145
3201,2861427643
3202,493984361
3203,3249121216
3204,3866864683
3205,1551358627
3206,3592038286
3207,653308707
3208,2792164083
3209,4191991288
3210,1740516472
3211,1948015314
3212,3059912577
3213,564841039
3214,1243634549
3215,1470304465
3216,255034121
3217,2807422281
3218,614340675
3219,1374238540
3220,3693933214
3221,1213935533
3222,1318645484
3223,2655244821
3224,1726698540
3225,747975135
3226,3774311351
3227,2618862779
3228,3491757086
3229,1566134393
3230,794993727
3231,3145804551
3232,1286342426
3233,4044247186
3234,65618375
3235,1201158431
3236,820634002
3237,3324053984
3238,4158595504
3239,365965574
3240,3390532853
3241,795544385
3242,3026594602
3243,2280428250
3244,3253203434
3245,1610384746
3246,3689722535
3247,2312230529
3248,3835772779
3249,499796506
3250,3563809409
3251,461482029
3252,3892637223
3253,1211567544
3254,3103517185
3255,822137159
3256,4062443258
3257,3977758913
3258,1534906038
3259,2097768206
3260,2918724524
3261,4001170875
3262,1688568811
3263,629322741
3264,3031516526
3265,2401742799
3266,1376987544
3267,1301593345
3268,4056693799
3269,628520841
3270,554681060
3271,483039559
3272,1736387419
3273,389527230
3274,1060230163
3275,1314271178
3276,1073991476
3277,3304743879
3278,128236414
3279,105690394
3280,4060409488
3281,3859564240
3282,2537104557
3283,1953832599
3284,236477344
3285,801416917
3286,421474228
3287,1636697748
3288,1237661941
3289,3404809331
3290,641483699
3291,2856942511
3292,1199363047
3293,4019743886
3294,3233950361
3295,1588803227
3296,3006640544
3297,2332926623
3298,103553984
3299,1275812518
3300,821681291
3301,1099829935
3302,671196936
3303,2454803857
3304,3584860256
3305,2050672193
3306,3144959740
3307,1575685567
3308,2198509278
3309,1571142616
3310,2286997490
3311,2394949488
3312,3325352853
3313,1732640474
3314,1678531034
3315,3197370330
3316,3918305978
3317,403835149
3318,677928158
3319,2376307052
3320,2702625376
3321,1427723651
3322,366110512
3323,38242894
3324,1277780436
3325,1520611916
3326,714213680
3327,3567720757
3328,3531778093
3329,2708893336
3330,3217041636
3331,736184026
3332,2740475282
3333,4260555518
3334,708088810
3335,696671944
3336,2998335473
3337,2499915553
3338,990197494
3339,1124222298
3340,1593756602
3341,28085025
3342,749945098
3343,1439470873
3344,3829350546
3345,670377905
3346,3841863805
3347,1801393962
3348,308340920
3349,3965223908
3350,1813782825
3351,1164570054
3352,1854047462
3353,620089509
3354,3594361017
3355,2055762514
3356,2100285695
3357,2926169775
3358,2322475190
3359,443782627
3360,3167499425
3361,1332201147
3362,2600183815
3363,4162036122
3364,3712261983
3365,3999407601
3366,239393853
3367,2848848978
3368,2605716092
3369,2628552104
3370,1945909143
3371,1962254195
3372,119609305
3373,3248566870
3374,2821489106
3375,1031642071
3376,1967888458
3377,2733424149
3378,1274317889
3379,3168774596
3380,2470818482
3381,466356324
3382,3525048784
3383,650821485
3384,1100673778
3385,3080821003
3386,3791205954
3387,3836176763
3388,1739027828
3389,734703908
3390,3826166275
3391,1382040370
3392,2856424586
3393,3895343921
3394,3221758996
3395,2555863571
3396,4219332739
3397,2718922474
3398,3311839776
3399,2800155741
3400,89746316
3401,665010036
3402,828084227
3403,1666433208
3404,2297207197
3405,1201913799
3406,3496368013
3407,3458521913
3408,2914588025
3409,3216649726
3410,4256544703
3411,4004384060
3412,2996012324
3413,744109677
3414,736363694
3415,3148747579
3416,3960845085
3417,1182386852
3418,2785355774
3419,2729173395
3420,2867350643
3421,1294260279
3422,3967684359
3423,1104787108
3424,3120659396
3425,358749971
3426,2007214091
3427,2903379621
3428,1352729800
3429,3524175875
3430,3723742546
3431,3346764705
3432,13725563
3433,3672734056
3434,1317107236
3435,3408429078
3436,1839431597
3437,2418839122
3438,2919787451
3439,1346663683
3440,296135582
3441,3674643315
3442,3643378237
3443,3141048179
3444,3728144722
3445,3894978435
3446,894320266
3447,2294648433
3448,2769706981
3449,1192308935
3450,3853038199
3451,3609051365
3452,3458459512
3453,2428163337
3454,772098403
3455,3719935211
3456,3147389133
3457,3839861505
3458,3234954592
3459,1162082552
3460,965739970
3461,3159155958
3462,604840260
3463,662505675
3464,4051146848
3465,2782957204
3466,2882742154
3467,3247104616
3468,4160700753
3469,3173128365
3470,208888079
3471,2010623475
3472,3794709697
3473,2070853861
3474,39124310
3475,154794007
3476,3702805442
3477,954366418
3478,391419074
3479,1947489929
3480,2296557609
3481,1336812152
3482,1617778728
3483,179790667
3484,400242275
3485,1797487212
3486,2569144502
3487,2052541794
3488,4059327796
3489,3717554176
3490,2654470737
3491,3316609035
3492,4143780530
3493,483735681
3494,938397200
3495,1934362974
3496,28249743
3497,724287035
3498,1358492796
3499,4214882016
3500,816142362
3501,1359273363
3502,789376057
3503,2476677541
3504,3839694378
3505,1284571102
3506,2807014206
3507,179619424
3508,598937684
3509,7227747
3510,1868757400
3511,2050672706
3512,3919231351
3513,2503733649
3514,1162666993
3515,3430743628
3516,3636096342
3517,2002099256
3518,2951370608
3519,3784556558
3520,585788059
3521,1669066163
3522,1895597467
3523,2600856583
3524,3530972587
3525,3464571702
3526,397232863
3527,4004382834
3528,2106584328
3529,882564590
3530,285033475
3531,348932202
3532,66759210
3533,94869816
3534,1634314135
3535,1812130474
3536,2209061127
3537,714402661
3538,3816681519
3539,327921663
3540,1859579782
3541,1208952001
3542,3984131806
3543,2666161504
3544,3363065734
3545,472666307
3546,2025790457
3547,2597331774
3548,2080650
3549,3253559487
3550,2098310459
3551,3249126889
3552,2749491042
3553,1127301628
3554,2887110763
3555,317621721
3556,1060788570
3557,3028245195
3558,1026870012
3559,4057545822
3560,2472982382
3561,2888014201
3562,3843805732
3563,124337869
3564,2743780523
3565,80751661
3566,127022626
3567,685571104
3568,1774913849
3569,1678132244
3570,1199492139
3571,231916920
3572,1105851913
3573,1538600291
3574,985242737
3575,1617590906
3576,17957734
3577,11411501
3578,3580641482
3579,640887517
3580,4126880594
3581,3789990264
3582,2009485575
3583,379751070
3584,1973389912
3585,3295276707
3586,2383702855
3587,2293920586
3588,3212854732
3589,3388799638
3590,37763557
3591,4034037630
3592,358497086
3593,1738000588
3594,3908836611
3595,2759038445
3596,3368030147
3597,1886698732
3598,632507334
3599,3450262366
3600,3598606346
3601,3072322821
3602,3331088341
3603,1650647176
3604,4274371293
3605,2413522996
3606,1998584394
3607,625682813
3608,1420402211
3609,2088912080
3610,2974230352
3611,1117604434
3612,2990202368
3613,2077411530
3614,1544324500
3615,2924717961
3616,4190475063
3617,2184679930
3618,3682873686
3619,1340833193
3620,3855217286
3621,2159380386
3622,2819837812
3623,3115654091
3624,684008913
3625,3295881291
3626,3274798159
3627,2013795528
3628,2890727003
3629,3410767161
3630,2550861796
3631,4216100110
3632,2590995880
3633,2554129123
3634,3297820938
3635,2013268637
3636,1345151301
3637,3178983602
3638,3603967950
3639,26978164
3640,3474631545
3641,2091200869
3642,1732421911
3643,4074789454
3644,2393677911
3645,4131156002
3646,913521800
3647,3099489279
3648,3653585552
3649,2317484024
3650,2770848693
3651,3228751050
3652,1372318919
3653,1693628543
3654,577375533
3655,3135992167
3656,424968539
3657,2984633390
3658,1119618789
3659,3750891877
3660,3137884772
3661,444713123
3662,3956374035
3663,3052228959
3664,3085169592
3665,4244073497
3666,229946223
3667,1067881810
3668,1029599427
3669,1166318576
3670,1458146049
3671,1048249908
3672,3435653567
3673,1623238162
3674,3589715973
3675,598571568
3676,2594824213
3677,3106188284
3678,1649644950
3679,2488978254
3680,406604993
3681,3064135212
3682,989123005
3683,3983446295
3684,2274310050
3685,4210245491
3686,1847097184
3687,2589425802
3688,3531189888
3689,3465167918
3690,4033541308
3691,3118757604
3692,1391000446
3693,3227696265
3694,3468436360
3695,403040466
3696,2069889224
3697,2202415529
3698,320105967
3699,886424841
3700,3055590362
3701,669439990
3702,1448260157
3703,1998961433
3704,3096095211
3705,2877066955
3706,2238633691
3707,407053743
3708,1247088893
3709,1478785927
3710,1369841250
3711,3797901259
3712,3849084379
3713,759953741
3714,3820157180
3715,3658255659
3716,2333469214
3717,3797084962
3718,1347935656
3719,3152952459
3720,3311228400
3721,3824537179
3722,3879612353
3723,257351858
3724,2393385453
3725,644187840
3726,2454668221
3727,3742996863
3728,2105151627
3729,3144690806
3730,1283476278
3731,4063141378
3732,3810084778
3733,2421518668
3734,2217609811
